Numéro;genus;sp;LIB_PAYS;N_ESSEM;N_CTFT;ORIGINE;CRS;DURETE;D12;NE_D12;CV_D12;HYGRO;SATUR;RB;Champ1;RV;RT;RR;FEND;TRACTION;CIS;C12;NE_C12;CV_C12;C_T_HUMID;C_REPERE;F12;NE_F12;CV_F12;E;W
463;Khaya;ivorensis;Cameroun;0157;02127;;C;1.6;0.49;10;5;0.0029;27;10.5;;0.39;;;9.6;1.5;;45.9;20;6;10;*;76.5;10;;;19
466;Khaya;ivorensis;Cameroun;0158;04307;;C;1.9;0.52;10;5;0.0029;24;8.9;;0.37;;;10.9;1.8;;39.7;20;7;40;*;65.2;10;;;19
290;Khaya;ivorensis;Cote d'Ivoire;0099;;;C;1.4;0.46;20;7;0.0028;24;8.8;;0.37;;;12.9;2;;38.5;20;7;40;*;66.8;10;;;17
2189;Khaya;ivorensis;Cote d'Ivoire;1475;16330;;C;1.7;0.46;6;9;0.0031;32;8.3;;0.26;6.5;3.3;11.3;1.8;5,8;37.8;9;12;35;*;74;9;14;8731;19
2211;Khaya;ivorensis;Cote d'Ivoire;1497;16328;;C;2.3;0.49;10;9;0.003;29;9.6;;0.33;5.3;3.3;14;1.8;5,3;38.7;10;8;54;*;80.7;7;8;10104;28
73;Khaya;ivorensis;Cote d'Ivoire;0025;;;C;1.7;0.5;10;9;0.0032;31;10.4;;0.34;;;11.5;1.7;;47.4;15;9;40;*;71.5;10;;;15
293;Khaya;ivorensis;Cote d'Ivoire;0100;03145;;C;2.2;0.55;22;10;0.0034;25;8.8;;0.35;;;13.1;1.9;;43.6;20;15;40;*;70.8;8;12;;14
62;Khaya;ivorensis;Cote d'Ivoire;0021;02122;;C;1.7;0.57;10;4;0.0034;25;9.4;;0.38;;;12.5;1.7;;34.2;15;8;40;*;75.4;10;;;17
2214;Khaya;ivorensis;Cote d'Ivoire;1500;16329;;C;3.2;0.58;8;11;0.003;24;9.8;;0.41;4.8;2.2;17.5;2.5;7,7;48.1;10;8;49;*;100;9;11;10791;17
107;Khaya;ivorensis;Gabon;0037;;;C;1.3;0.5;10;;0.0032;30;9.7;;0.32;;;9;1.6;;40.7;20;7;40;*;80.6;10;;;15
337;Khaya;ivorensis;Gabon;0115;02130;;C;1.6;0.51;10;3;0.0033;32;11.1;;0.35;;;13.4;2.3;;40.1;20;10;40;*;88.1;10;;;24
1277;Khaya;senegalensis;Benin;0614;06759;;C;5.6;0.73;10;6;0.0046;30;9.7;;0.32;5.6;5.1;16;2.8;8,5;58.2;10;9;36;*;103.5;9;7;10006;18
1310;Khaya;senegalensis;Burkina faso;0647;07021;;C;6.1;0.77;11;;0.0049;26;7.4;;0.28;4.8;4.4;21.4;2.6;7,9;52.3;11;21;54;*;99.6;3;;8731;14
1342;Khaya;senegalensis;Burkina faso;0679;06953;;S;7.3;0.81;6;7;0.004;26;11;;0.42;6.2;5.2;19.4;2.7;9,3;54.2;6;17;33;*;102.9;6;10;10497;12
1344;Khaya;senegalensis;Burkina faso;0681;06955;;S;10.6;0.83;7;3;0.0047;23;9;;0.39;5.1;5;22.2;2.4;;47.4;7;17;39;*;64.5;7;27;7161;3
1337;Khaya;senegalensis;Cote d'Ivoire;0674;06695;;C;7.3;0.82;12;6;0.0053;30;9.3;;0.31;5.3;4.4;25.7;3.3;10,1;53.3;12;7;54;*;94.4;11;14;10202;12
4;Khaya;senegalensis;Guinee;0002;;;C;3.5;0.71;10;2;0.0041;28;10.2;;0.36;;;14.8;2.5;;44.6;15;12;20;*;83;10;;;31
796;Khaya;senegalensis;Guyane Francaise;0278G;;G;S;;0.62;8;;0.0039;27;8.9;;0.33;;;;;;;;;;;;;;;
815;Khaya;senegalensis;Guyane Francaise;0288G;;G;S;;0.69;9;;0.0034;26;11.3;;0.43;;;;;;;;;;;;;;;
1290;Khaya;senegalensis;Senegal;0627;06905;;C;3.9;0.69;10;3;0.0042;24;8.8;;0.37;5.7;5;17.7;2.4;;44.8;10;9;43;*;88.5;8;10;9712;14
1363;Khaya;senegalensis;Senegal;0699;06762;;S;4.3;0.71;9;4;0.0039;25;10.2;;0.41;4.3;4;15.9;1.7;8,0;48.4;9;11;38;*;85.1;9;10;8240;14
1362;Khaya;senegalensis;Senegal;0698;06761;;C;4.8;0.79;10;2;0.0037;24;11.2;;0.47;6.3;4.8;18.1;2.7;9,7;64.5;10;8;27;*;118.9;9;7;10202;22
1267;Khaya;senegalensis;Senegal;0604;06654;;C;5.1;0.81;9;2;0.0065;;11;;;6.1;5.5;25.5;2.9;;54.2;11;5;35;*;99.5;11;7;9810;20
1387;Khaya;senegalensis;Senegal;0723;06904;;C;6.4;0.9;10;2;0.0051;32;12.2;;0.38;7;5.9;22.4;2.6;9,2;71.6;10;10;34;*;114.5;7;10;9418;22
854;Khaya;sp;Comores;0309;02167;;C;2;0.56;15;;0.0031;27;11;;0.41;;;14.7;3.1;;50.3;15;;35;*;96.9;15;;;22
856;Khaya;sp;Comores;0310;02168;;C;2;0.6;15;;0.0033;32;13;;0.41;;;15;3.3;;59;15;;35;*;83.9;15;;;26
1028;Klainedoxa;gabonensis;Cameroun;0410;04801;;C;9.2;1.08;20;1;0.003;27;16.4;;0.61;;;28.2;4.1;;103;21;9;43;*;202.9;20;13;20895;100
1082;Klainedoxa;gabonensis;Cote d'Ivoire;0449;04258;;C;7.7;0.99;10;2;0.0006;24;17.8;;0.74;;;25.1;3.1;;91.3;10;6;34;*;162.9;10;6;20797;57
1873;Klainedoxa;gabonensis;Gabon;1196;14986;;C;13.8;1.01;9;3;0.0024;22;14.2;;0.65;9;7.4;30.6;4.2;15,3;83.1;10;10;62;*;163.6;8;17;15990;32
1995;Klainedoxa;gabonensis;Gabon;1282;15679;;C;10.9;1.05;9;2;0.0045;31;16.2;;0.52;9.9;6.5;30.3;4.2;14,5;90.8;9;6;64;*;178.5;8;11;24329;40
208;Klainedoxa;gabonensis;Gabon;0071;02889;;C;15.2;1.09;10;6;0.0017;17;12.7;;0.75;;;27.6;4.6;;96.5;20;2;10;*;221.5;10;;;47
2024;Klainedoxa;gabonensis;Gabon;1311;15767;;C;16.1;1.11;8;4;0.0025;27;17;;0.63;9.6;8.9;31.8;4.5;18,4;87.4;10;10;76;*;188;8;5;21288;50
1413;Labourdonnaisia;calophylloides;Reunion;0746;07447;;C;8.6;0.92;10;5;0.004;26;12.1;;0.47;10.9;3.8;27.6;3.4;10,8;59.4;10;6;58;*;122.7;7;17;12164;25
1425;Labourdonnaisia;calophylloides;Reunion;0758;07449;;C;9.2;0.96;10;2;0.0042;27;13.1;;0.49;8.3;4.8;22;3.6;;75.4;10;8;43;*;142.2;9;16;14323;27
3004;Laetia;procera;Guyane Francaise;2266;21043;;S;2.7;0.76;9;5;0.0019;31;19;;0.61;13.4;7.4;16.1;3.1;11,3;59.1;7;5;96;*;120.6;6;5;12361;26
3002;Laetia;procera;Guyane Francaise;2264;21044;;C;4;0.87;10;3;0.0012;33;22.1;;0.67;13.6;8.6;14.7;2.6;11,7;81.3;10;7;79;*;127;10;6;13930;32
2950;Laetia;procera;Guyane Francaise;2212;20675;;C;4;0.9;8;5;0.002;32;20.1;;0.63;12.7;8.5;19.6;2.9;8,9;79.4;10;10;113;*;127.2;10;15;13832;37
1176;Lagerstroemia;angustifolia;Vietnam Annam;0513;05467;;C;5.2;0.72;10;3;0.0037;26;11.1;;0.43;7.1;4.5;17.6;2.5;10,0;65.6;10;6;54;*;148.2;10;8;13538;35
65;Lagerstroemia;sp;Vietnam n.p.;0022;;;C;4.2;0.66;10;3;0.0043;29;9.7;;0.33;;;16;2.3;;61.2;15;7;30;*;116.7;9;3;12459;32
4022;Lagerstroemia;sp;Vietnam n.p.;3273C;;C;R;4.6;0.73;6;4;0.0036;22;10.1;;0.47;6.5;3.8;;;;61.5;6;3;26;;120.1;6;5;11961;
3041;Lannea;sp;Cote d'Ivoire;2303;20979;;C;1.4;0.46;10;9;0.0028;28;9.6;;0.34;5.6;3.4;12.6;1.7;2,8;37.3;10;12;59;*;65;9;14;7161;11
3051;Lannea;welwitschii;Cote d'Ivoire;2313;20988;;C;1.5;0.48;10;7;0.0026;28;11.3;;0.4;7.4;4.7;12.1;1.7;3,8;42.1;9;7;69;*;74.8;10;13;8731;19
3037;Lannea;welwitschii;Cote d'Ivoire;2299;20987;;S;1.9;0.49;10;7;0.0028;30;10.8;;0.36;6.6;4.1;11.4;1.9;5,0;39;9;8;96;*;81.8;8;6;10006;20
434;Lannea;welwitschii;Cote d'Ivoire;0147;02253;;S;1.9;0.5;10;4;0.0028;28;11;;0.39;;;11.1;2.1;;45.7;14;9;40;*;72.7;5;8;;13
3032;Lannea;welwitschii;Cote d'Ivoire;2294;20978;;C;1.4;0.51;10;6;0.0029;27;10.2;;0.38;6.3;3.4;10.9;2.1;6,6;39;10;9;66;*;69.1;8;12;9123;14
3000;Lannea;welwitschii;Cote d'Ivoire;2262;20976;;C;1.7;0.52;10;3;0.0027;29;11.9;;0.41;6.8;3.8;11.7;2.2;7,4;48.1;10;7;70;*;88.8;10;5;10497;19
3034;Lannea;welwitschii;Cote d'Ivoire;2296;20977;;C;1.6;0.52;10;5;0.0031;28;9.8;;0.35;5.8;3;14.3;2.5;6,3;37.4;10;8;78;*;77.6;9;5;9025;21
3495;Larix;sp;Nouvelle-Zelande;2750C;28056;C;S;3.8;0.6;8;6;0.0029;26;11.9;;0.46;8.2;4.2;10.8;1.7;;51.8;7;13;23;;99.8;6;12;10987;18
3447;LAU;indet;Perou;2702C;27485;C;R;2.1;0.5;2;;0.0032;28;9.2;;0.33;6.5;2.9;10.3;1.9;;40.4;2;;18;;69.8;2;;6965;30
4027;Laurelia;philippiana;Chili;3278C;28988;C;S;2;0.51;6;3;0.0025;30;13.4;;0.44;9.3;3.9;;;;40.7;6;6;20;;65.6;6;8;6202;
4026;Laurelia;philippiana;Chili;3277C;29625;C;S;1.9;0.53;6;2;0.0027;32;13.6;;0.43;11;4.3;;;;45;6;9;30;;90.5;6;11;8803;
4014;Laurelia;sp;Chili;3265C;;C;S;2.1;0.56;10;1;0.0025;32;14.9;;0.47;10.6;4;;;;48;9;4;27;;92.3;10;8;9093;
1935;Lecomtedoxa;klaineana;Gabon;1234;15349;;C;4.8;0.9;10;3;0.0027;24;14.7;;0.61;9.2;6.6;31;4.3;8,8;76.8;10;5;66;*;142.7;9;16;14617;19
1909;Lecomtedoxa;klaineana;Gabon;1218;15344;;C;4.9;0.9;10;4;0.0032;19;11.3;;0.59;8.5;6;26.1;3.7;9,8;76.2;10;7;70;*;147.2;10;9;13636;19
1933;Lecomtedoxa;klaineana;Gabon;1233;15333;;C;6.5;0.96;8;1;0.0016;23;16.3;;0.71;9.4;6.7;38.9;5.3;14,0;80.3;10;5;62;*;173.9;8;7;16677;32
2054;Lecomtedoxa;klaineana;Gabon;1341;15716;;C;8.4;0.99;8;4;0.0007;21;16.6;;0.79;10.6;5.7;29.1;4;17,1;81.3;10;3;89;*;184.4;10;4;20307;49
2062;Lecomtedoxa;klaineana;Gabon;1349;15947;;C;8.2;1;8;4;0.0025;27;17.1;;0.63;9.4;5.6;31.2;5.1;18,9;79.2;10;5;60;*;179.9;10;9;20209;34
1574;Lecomtedoxa;klaineana;Gabon;0901;09891;;C;10.9;1.01;10;3;0.003;27;15.6;;0.58;10.4;7.2;30.2;4;11,0;90.4;10;6;44;*;171.2;9;13;14225;18
1887;Lecomtedoxa;klaineana;Gabon;1205;15342;;C;17.9;1.02;8;2;0.0016;20;14.3;;0.72;9;7.2;32.3;3.6;14,8;91.4;10;5;42;*;164.1;6;11;16677;35
1931;Lecomtedoxa;klaineana;Gabon;1232;15351;;C;9;1.05;8;4;0.0034;24;14.3;;0.6;8.3;6.5;36.1;5;12,9;74.7;10;7;89;*;145.6;8;10;14617;19
302;Lecythis;corrugata;Guyane Francaise;0103G;;G;S;;0.87;5;;0.0033;28;15;;0.54;;;;;;;;;;;;;;;
1449;Lecythis;corrugata;Guyane Francaise;0782;07725;;S;6.5;0.96;7;2;0.0045;41;16.9;;0.41;11.7;7.4;22.4;2.6;;77.7;7;7;81;*;157;7;16;16677;47
2567;Lecythis;idatimon;Guyane Francaise;1852;18149;;C;5.8;0.88;10;10;0.003;25;13.9;;0.56;8.9;6.4;16.3;2.4;11,0;55.7;10;8;97;*;146.3;10;10;17560;52
2564;Lecythis;idatimon;Guyane Francaise;1849;18150;;S;8.7;0.93;6;8;0.002;25;16.4;;0.66;10.8;8;23.9;3.7;9,7;64.3;6;7;84;*;142.9;5;13;15696;39
1386;Lecythis;idatimon;Guyane Francaise;0722;06778;;C;13.9;1.1;10;1;0.0058;36;14.8;;0.41;9.4;6.4;30;4.2;10,9;98;10;5;71;*;201.4;10;4;18933;42
2558;Lecythis;persistens;Guyane Francaise;1843;18147;;C;3.5;0.72;9;5;0.0021;27;16;;0.59;9.8;6.4;14.7;2.7;8,4;46.6;10;11;68;*;108.3;8;10;12361;33
3409;Lecythis;pisonis;Bresil Amazonie;2665;27305;;C;12;1.1;10;2;0.0023;19;13.1;;0.69;7.9;5.1;19;2.7;10,4;81.7;10;5;32;;157.1;9;11;15598;68
413;Lecythis;zabucajo;Guyane Francaise;0140G;;G;S;;0.97;9;;0.0036;26;13.6;;0.52;;;;;;;;;;;;;;;
415;Lecythis;zabucajo;Guyane Francaise;0140Z;;Z;S;;0.97;7;;0.0037;24;13;;0.54;;;;;;;;;;;;;;;
482;Lecythis;zabucajo;Guyane Francaise;0163G;;G;S;;1.02;6;;0.0035;28;15.5;;0.55;;;;;;;;;;;;;;;
1870;Lecythis;zabucajo;Guyane Francaise;1193G;;G;S;;1.04;6;;0.0035;29;16.1;;0.56;;;;;;;;;;;;;;;
881;Leptolaena;multiflora;Madagascar;0325;03305;;C;10.9;1.11;15;;0.0036;30;16.7;;0.56;;;20.1;4.1;;85.8;15;4;11;*;171.8;14;;;67
3981;Leptolaena;multiflora;Madagascar;3225P;;P;S;9.5;1.14;5;3;0.0034;25;15;;0.6;11.4;5.2;;;;82.3;3;4;44;;170.2;4;9;15990;
2085;Letestua;durissima;Congo;1371;16001;;S;10.2;1.08;7;2;0.0024;23;15;;0.65;9.7;6.8;23.2;4.1;10,8;98.2;7;3;63;*;221.4;9;4;22857;54
1761;Letestua;durissima;Congo;1091;13846;;C;15.8;1.09;5;6;0.0032;19;12;;0.63;11.3;8.3;25;3.5;11,6;97.8;14;16;76;*;230.9;15;5;22367;50
1575;Letestua;durissima;Congo;0902;09998;;C;19.5;1.1;12;1;0.0037;25;14.3;;0.57;10.6;7.3;22.4;3.9;10,8;91.1;12;3;36;*;207.8;12;3;18933;42
1765;Letestua;durissima;Congo;1095;13977;;C;15;1.12;6;2;0.0022;24;15.5;;0.65;11.4;8.8;30.4;4;18,0;82.6;8;13;67;*;182.9;5;;21974;49
1154;Librevillea;klainei;Congo;0491;05325;;C;11.4;1.04;10;2;0.0021;24;16.1;;0.67;;;23.9;3.5;;84.9;10;6;30;*;143.3;10;17;14813;64
1971;Librevillea;klainei;Gabon;1260;15633;;C;11.4;1.02;9;6;0.006;46;16.3;;0.35;9.7;6.7;29.2;4.4;14,0;84.2;10;12;75;*;192.5;5;9;18541;62
1969;Librevillea;klainei;Gabon;1258;15652;;C;13.4;1.07;7;2;0.0059;41;15.5;;0.38;9.3;5.8;30.8;4.2;12,1;92;10;3;79;*;195.3;8;4;17756;70
2010;Librevillea;klainei;Gabon;1297;15673;;C;12.2;1.1;5;3;0.0014;23;16.5;;0.72;10.2;6.2;16.7;3.3;12,4;93.7;10;11;73;*;193.6;10;4;20503;70
2018;Librevillea;klainei;Gabon;1305;15674;;C;14.7;1.11;7;3;0.0011;20;16.2;;0.81;9.2;7;23.2;3.1;19,6;88.7;10;10;56;*;177.4;7;6;20699;55
1970;Librevillea;klainei;Gabon;1259;15678;;C;14.6;1.12;6;2;0.0075;57;16.5;;0.29;8.7;6.2;28.7;4.5;13,2;90.9;10;12;54;*;189.4;6;11;18345;80
1880;Licania;alba;Guyane Francaise;1201G;;G;S;;1.06;7;;0.0024;34;20.8;;0.61;;;;;;;;;;;;;;;
1798;Licania;canescens;Guyane Francaise;1125G;;G;S;;1.12;5;;0.0012;35;23.6;;0.67;;;;;;;;;;;;;;;
1895;Licania;licaniaeflora;Guyane Francaise;1209G;;G;S;;0.79;8;;0.0036;35;15.9;;0.45;;;;;;;;;;;;;;;
717;Licania;macrophylla;Guyane Francaise;0238;01062;;C;12.4;1.06;10;3;0.0047;30;14.2;;0.47;;;16.1;2.3;;77.3;20;6;20;*;158.7;9;12;;32
1448;Licania;majuscula;Guyane Francaise;0781;07722;;C;9.4;1.03;10;2;0.0028;27;16.5;;0.61;10.8;7.1;14.6;2.4;8,5;84.1;10;13;54;*;172.9;10;3;17364;46
719;Licania;membranacea;Guyane Francaise;0239;01058;;C;10.7;1.03;10;3;0.0042;30;14.6;;0.49;;;18.7;2.6;;86.7;20;3;40;*;160.5;10;;;37
1095;Licania;membranacea;Guyane Francaise;0456G;;G;S;;1.05;9;;0.0016;32;20.8;;0.65;;;;;;;;;;;;;;;
1796;Licania;membranacea;Guyane Francaise;1124G;;G;S;;1.1;6;;0.001;32;22.5;;0.7;;;;;;;;;;;;;;;
779;Licania;membranacea;Guyane Francaise;0270;03540;;C;15.8;1.13;10;2;0.0043;34;17.1;;0.5;;;17.2;2.6;;92.5;20;9;40;*;178.5;10;;;44
203;Licania;micrantha;Guyane Francaise;0069G;;G;S;;1.05;6;;0.0024;30;19.1;;0.64;;;;;;;;;;;;;;;
1447;Licania;ovalifolia;Guyane Francaise;0780;07720;;C;8.7;1.13;9;2;0.0026;33;20.5;;0.62;13;9.6;17.7;3.3;11,6;101;10;8;101;*;200.1;9;5;19326;48
1794;Licania;sp;Guyane Francaise;1123G;;G;S;;0.92;8;;0.0023;27;17;;0.63;;;;;;;;;;;;;;;
3103;Licania;sp;Guyane Francaise;2365;22957;;S;8.4;0.98;5;3;0.002;27;17.6;;0.65;11.4;9.4;14.5;2.6;8,2;101;3;2;65;*;190.2;4;5;18639;32
1097;Licania;sp;Guyane Francaise;0457G;;G;S;;1;6;;0.0021;27;17.4;;0.64;;;;;;;;;;;;;;;
33;Licania;sp;Guyane Francaise;0011G;;G;C;;1.09;10;;0.0021;34;21.6;;0.64;;;;;;;;;;;;;;;
2554;Licania;ternatensis;Guadeloupe;1839;18067;;C;13.8;1.08;10;3;0.0016;26;18;;0.69;13;8.4;22.3;3.3;11,0;69.5;8;9;127;*;203.5;8;8;23446;77
2549;Licania;ternatensis;Guadeloupe;1834;18068;;S;18.2;1.1;6;4;0.0036;37;20;;0.54;14.8;9.8;25.5;3.9;16,9;66.8;6;9;126;*;195.7;5;11;23740;70
2561;Licania;ternatensis;Guadeloupe;1846;18069;;S;18.2;1.1;9;2;0.0007;22;17.4;;0.79;13;5.9;23.5;3.5;9,8;79;6;7;108;*;218.2;8;13;24525;83
72;Licaria;aritu;Bresil n.p.;0024V;;V;C;;1.02;10;2;0.0025;25;16;;0.64;10;5;;;;;;;;;;;;;
574;Licaria;canella;Bresil n.p.;0190V;;V;C;18;1.16;10;2;0.0025;19;12.7;;0.67;6.9;5.7;;;;120;10;6;63;*;247.2;10;6;26291;
145;Licaria;canella;Bresil n.p.;0049V;;V;C;11.2;1.17;10;1;0.0027;21;13.9;;0.66;6.8;5.7;;;;126;10;3;52;*;253.6;10;4;29822;
543;Licaria;canella;Bresil n.p.;0182V;;V;C;14.2;1.23;10;1;0.0025;20;13.8;;0.69;7.5;6.5;;;;115;10;5;43;*;179.1;10;15;22171;
3092;Licaria;canella;Guyane Francaise;2354;22945;;C;2.7;0.62;10;5;0.0036;22;8.5;;0.39;4.4;3.1;10.4;2;6,5;57.8;10;9;73;*;97.2;10;9;10791;18
326;Licaria;canella;Guyane Francaise;0111G;;G;C;;1.02;14;;0.0038;23;12.5;;0.54;;;;;;;;;;;;;;;
267;Licaria;canella;Guyane Francaise;0091G;;G;C;;1.04;11;;0.0035;23;13.3;;0.58;;;;;;;;;;;;;;;
338;Licaria;canella;Guyane Francaise;0115G;;G;S;;1.05;6;;0.0031;23;13.6;;0.59;;;;;;;;;;;;;;;
374;Licaria;canella;Guyane Francaise;0127G;;G;S;;1.11;9;;0.0035;23;13.5;;0.59;;;;;;;;;;;;;;;
3249;Licaria;cayennensis;Guyane Francaise;2511;25492;;C;8.3;0.99;10;3;0.0029;20;12.2;;0.61;7.7;4.7;21.4;3.6;10,5;110;10;5;58;*;213.9;9;3;20209;49
2539;Licaria;cayennensis;Guyane Francaise;1824;16707;;C;12.4;1.01;10;2;0.0033;20;11.8;;0.59;7.8;4.2;26.4;3.9;10,3;81.5;10;15;51;*;181;9;14;22563;47
3091;Licaria;cayennensis;Guyane Francaise;2353;22947;;C;7.2;1.02;8;4;0.0016;24;7.1;;0.3;;;17.8;3.5;10,1;103;10;9;81;*;198;10;5;18933;65
3294;Licaria;cayennensis;Guyane Francaise;2556;25603;;C;11.2;1.04;10;2;0.0033;19;11.3;;0.59;6.9;3.9;23.5;2.9;11,2;104;9;2;40;*;191;10;8;23936;40
3098;Licaria;cayennensis;Guyane Francaise;2360;22955;;C;13.8;1.06;10;2;0.0033;20;12;;0.6;6.7;4.7;22.6;3.6;14,3;110;10;7;54;*;219.9;9;4;20405;46
3093;Licaria;cayennensis;Guyane Francaise;2355;22942;;C;14.3;1.08;10;2;0.0033;19;11.6;;0.61;6.3;4.8;20.1;3.2;9,2;112;10;6;37;*;216.8;9;5;21974;38
3284;Licaria;cayennensis;Guyane Francaise;2546;25715;;C;13.8;1.09;10;2;0.0035;20;11.8;;0.59;7.1;3.8;23.1;4.2;10,5;100;10;9;68;*;203.1;10;7;22661;42
392;Licaria;chrysophylla;Guyane Francaise;0133G;;G;C;;0.89;13;;0.0032;30;16;;0.53;;;;;;;;;;;;;;;
3295;Licaria;chrysophylla;Guyane Francaise;2557;25724;;S;6.2;0.9;8;5;0.0026;27;15.9;;0.59;8.7;5.2;17.6;3.2;5,8;87.9;7;10;88;*;176;6;8;18443;40
2947;Licaria;polyphylla;Guyane Francaise;2209;20668;;C;3;0.66;10;2;0.0029;25;12.2;;0.49;7.8;4.3;12.9;1.9;7,4;66.6;10;4;87;*;116.6;10;4;12164;21
87;Licaria;sp;Guyane Francaise;0030G;;G;S;;1.06;7;;0.0035;22;12.6;;0.57;;;;;;;;;;;;;;;
3519;Lithocarpus;celebicus;Papua New Guinea;2773;28158;;S;3.3;0.71;9;10;0.0024;30;16.5;;0.55;11.7;6.5;15.2;2.8;5,8;62.7;9;12;38;;111.7;8;14;13440;24
3553;Lithocarpus;celebicus;Papua New Guinea;2805;28158;;S;4;0.77;8;8;0.003;30;15.3;;0.51;9.7;4.4;17;3.1;6,9;70.9;8;3;29;;135.2;7;4;14028;44
3517;Lithocarpus;celebicus;Papua New Guinea;2771;28159;;C;3.6;0.81;10;4;0.0031;30;15.6;;0.52;11.3;4.6;27.7;5.1;13,5;64.5;10;5;42;;125;10;6;14617;37
3531;Lithocarpus;celebicus;Papua New Guinea;2785;28159;;C;4.9;0.87;10;4;0.0036;30;15.2;;0.51;12.4;3.9;29.2;4.6;11,9;66.7;10;10;44;;121.6;10;11;11870;42
3948;Lithocarpus;sp;Malaisie Peninsule;3192C;27845;C;S;3.2;0.73;5;4;0.0031;32;15.5;;0.48;9.5;5;;;;71.2;5;4;29;;141.1;5;2;18639;
3946;Litsea;costalis;Malaisie Peninsule;3190C;27826;C;S;2.6;0.57;8;3;0.0033;25;9.5;;0.38;7;2.9;;;;47.1;7;7;23;;96.7;8;5;9516;
3947;Litsea;costalis;Malaisie Peninsule;3191C;27834;C;S;2.7;0.58;7;2;0.0033;27;10.2;;0.38;7;3.5;;;;47.8;7;5;19;;96;6;3;9221;
750;Litsea;vang;Cambodge;0255;00147;;C;3;0.6;10;7;0.0034;23;9;;0.39;;;12.6;2.1;;52.3;20;3;35;*;98.8;9;5;11870;34
607;Lonchocarpus;heptaphyllus;Guadeloupe;0200;06433;;C;5.9;0.77;10;5;0.0029;23;12.7;;0.55;;;12;1.6;;77;20;10;40;*;148.2;10;;;44
1465;Lophira;alata;Cameroun;0796A;09257;A;S;7.9;1.01;5;1;0.0029;27;16.3;;0.6;;;26.8;4.2;;98.7;5;10;52;*;166.1;5;5;16383;53
1292;Lophira;alata;Cameroun;0629;06921;;S;9.8;1.04;7;2;0.0039;30;16;;0.53;9.7;6.6;26.1;3.6;;91.4;8;9;32;*;180.9;7;14;15794;52
364;Lophira;alata;Cameroun;0124;;;C;10.3;1.05;10;2;0.0041;25;13.9;;0.56;;;21.1;3.2;;75.3;20;5;25;*;141.9;8;10;;50
1466;Lophira;alata;Cameroun;0797;09258;;C;8.8;1.05;10;4;0.0035;30;16.7;;0.56;10.9;7.8;32.3;4.9;;92.3;14;13;42;*;159.2;11;12;16088;55
1193;Lophira;alata;Cameroun;0530;05639;;C;10.9;1.06;10;2;0.0006;26;20.4;;0.78;;;26.2;4.2;14,7;96.8;10;3;29;*;185.2;10;10;22171;48
1287;Lophira;alata;Cameroun;0624;06766;;C;11.6;1.07;8;2;0.0033;29;16.6;;0.57;10.5;6.7;30.6;4.5;;87.1;9;6;34;*;144;9;18;15402;40
1284;Lophira;alata;Cameroun;0621;06446;;C;8.5;1.07;10;1;0.0041;29;14.7;;0.51;8.7;5.3;30.3;4.4;16,0;94.1;10;4;32;*;185.5;8;6;14813;56
1183;Lophira;alata;Cameroun;0520;05556;;C;10.8;1.09;10;1;0.0025;23;14.7;;0.64;10.7;6.5;24;3.9;14,3;98.5;10;5;34;*;192.9;10;8;17266;52
1285;Lophira;alata;Cameroun;0622;06656;;C;10.3;1.1;10;3;0.0047;37;17.2;;0.46;9.7;7.1;26.9;4;15,1;98.7;10;2;28;*;212.9;8;2;19718;92
1464;Lophira;alata;Cameroun;0796;09257;;C;7.6;1.11;13;1;0.0026;27;17.4;;0.64;11.7;8.5;30.3;5.2;;110;15;5;50;*;174.8;14;6;15696;83
1643;Lophira;alata;Centre Afrique;0973;10291;;C;12.5;1.04;10;4;0.0039;29;15.3;;0.53;9.8;7.7;20.2;3.6;10,3;85.5;10;7;31;*;164.2;9;12;13342;42
442;Lophira;alata;Cote d'Ivoire;0150;;;C;10;1.03;10;2;0.0034;24;14;;0.58;;;31.4;4.1;;97;20;6;20;*;176;10;10;;53
3273;Lophira;alata;Cote d'Ivoire;2535;25614;;R;14.1;1.04;2;;0.0031;28;16.7;;0.6;10.2;8.4;31;5.4;17,4;88.6;2;;40;*;184;1;;15402;62
1181;Lophira;alata;Cote d'Ivoire;0518;05490;;C;9.8;1.09;10;1;0.0029;27;16.4;;0.61;;;21.5;3.7;14,5;110;10;7;60;*;209.9;7;5;20503;68
131;Lophira;alata;Gabon;0045;00379;;C;9.7;1.02;10;1;0.0039;28;15;;0.54;;;29.9;4.1;;102;20;4;40;*;179.7;10;15;;72
2382;Lophira;alata;Gabon;1668;16343;;C;18.8;1.14;10;5;0.0033;29;16.9;;0.58;11;8.4;30.1;4.5;13,8;105;10;6;84;*;227;8;14;21974;70
879;Lophopetalum;duperreanum;Vietnam n.p.;0323;02971;;C;1.7;0.55;15;;0.0027;30;12.9;;0.43;;;11.1;2.2;;38.6;15;7;38;*;67;15;;;19
119;Lovoa;trichilioides;Cameroun;0041;;;S;1.8;0.63;10;12;0.0028;23;11.1;;0.48;;;13.6;2.3;;36.9;16;17;40;*;52.9;6;;;12
1587;Lovoa;trichilioides;Centre Afrique;0915;10288;;C;3.6;0.61;9;7;0.0038;27;9.1;;0.34;6.5;4.8;13.1;2;;59.4;10;6;54;*;93.7;10;12;8731;24
