Numéro;genus;sp;LIB_PAYS;N_ESSEM;N_CTFT;ORIGINE;CRS;DURETE;D12;NE_D12;CV_D12;HYGRO;SATUR;RB;Champ1;RV;RT;RR;FEND;TRACTION;CIS;C12;NE_C12;CV_C12;C_T_HUMID;C_REPERE;F12;NE_F12;CV_F12;E;W
2396;Balizia;pedicellaris;Guyane Francaise;1682;16706;;C;2.8;0.57;10;3;0.0032;25;9.6;;0.38;6;2.8;13.1;1.9;7,4;40.8;10;8;75;*;80.6;8;11;8731;24
395;Balizia;pedicellaris;Guyane Francaise;0134G;;G;C;;0.6;11;;0.0034;28;10.6;;0.38;;;;;;;;;;;;;;;
1065;Balizia;pedicellaris;Guyane Francaise;0440G;;G;C;;0.6;10;;0.0031;26;11.6;;0.45;;;;;;;;;;;;;;;
3332;Balizia;pedicellaris;Guyane Francaise;2594;25725;;C;3.3;0.61;10;2;0.0029;23;10.5;;0.46;7.1;3.7;10.6;1.9;7,4;52.4;10;7;44;*;91.3;6;12;10301;27
1083;Balizia;pedicellaris;Guyane Francaise;0449G;;G;C;;0.61;14;;0.0033;26;11.4;;0.44;;;;;;;;;;;;;;;
1056;Balizia;pedicellaris;Guyane Francaise;0435G;;G;C;;0.62;15;;0.0038;29;9.7;;0.33;;;;;;;;;;;;;;;
697;Balizia;pedicellaris;Guyane Francaise;0230;01398;;C;3;0.66;10;5;0.0029;27;12.8;;0.47;;;12.2;2.1;;42.2;20;8;10;*;77.9;10;;;20
2302;Balizia;pedicellaris;Guyane Francaise;1588;16661;;C;4.2;0.7;10;6;0.0039;31;11.8;;0.38;7.3;3.1;17.7;3.1;6,5;53.9;10;11;100;*;108.1;5;7;13440;32
1630;Beilschmiedia;corbisieri;Gabon;0960;10349;;C;5.2;0.73;12;3;0.0043;29;10.7;;0.37;6;3.2;21.9;2.4;8,6;59.8;12;8;36;*;122.2;12;13;9712;16
795;Beilschmiedia;diversiflora;Cameroun;0278;00222;;C;2;0.62;10;6;0.0037;25;9.3;;0.37;;;16.3;1.7;;46.5;20;;;;82.7;10;;;12
932;Beilschmiedia;letouzei;Cameroun;0355;03371;;C;3.2;0.65;14;3;0.0025;25;13.1;;0.52;;;12.9;2.8;;72.1;16;7;43;*;136.9;13;5;;29
1158;Beilschmiedia;nitida;Congo;0495;05326;;C;2.6;0.65;10;4;0.0044;33;10.7;;0.32;;;17.1;1.7;;;;;;;;;;;
3010;Beilschmiedia;sp;Gabon;2272;20968;;C;3.1;0.7;10;3;0.0033;29;13;;0.45;8.4;4.2;16.5;2.4;9,0;56.7;10;6;98;*;97.4;8;8;9712;17
2056;Beilschmiedia;sp;Gabon;1343;15956;;C;4;0.72;9;2;0.0028;25;13.3;;0.53;9.3;4.3;23.1;2.7;10,5;60.9;10;6;84;*;128.6;9;10;14028;36
2032;Beilschmiedia;sp;Gabon;1319;15807;;C;4.5;0.74;6;5;0.005;41;11.7;;0.29;8.3;3.9;22.4;3.1;9,0;47.8;10;5;88;*;130.6;10;12;13832;27
2046;Beilschmiedia;sp;Gabon;1333;15797;;C;4.6;0.75;9;4;0.0035;25;12.1;;0.48;8.2;3.8;23.4;3.2;9,5;45.6;10;9;102;*;116.5;10;12;14126;18
2052;Beilschmiedia;sp;Gabon;1339;15957;;C;4;0.75;6;6;0.0032;23;11.7;;0.51;6;3.6;22.9;3;13,0;52.3;10;7;97;*;109.7;7;4;13047;14
894;Beilschmiedia;velutina;Madagascar;0336;03309;;C;3.1;0.68;15;5;0.0034;28;12.7;;0.45;;;17.4;2.9;;63.9;15;3;30;*;117.6;16;;;19
928;Berlinia;bracteosa;Cameroun;0353;03369;;C;3.9;0.69;12;2;0.0022;28;14.6;;0.52;;;15.5;2.8;;70.3;16;8;48;*;126.1;16;5;;31
1692;Berlinia;bracteosa;Gabon;1022;10325;;C;2.5;0.61;11;3;0.0038;30;10.1;;0.34;6.9;2.7;15.7;2.3;7,7;55.3;11;8;49;*;98.9;7;6;8829;20
246;Berlinia;bracteosa;Gabon;0084;02911;;C;4.6;0.73;10;7;0.003;23;12.1;;0.53;;;12.9;2.3;;60.8;20;8;40;*;104.3;7;11;;21
1719;Berlinia;confusa;Cameroun;1049;11356;;C;4.5;0.72;10;;0.0026;26;14;;0.54;9.4;5.6;15.1;2.4;11,0;50.7;10;9;81;*;106.2;7;9;12361;28
916;Berlinia;confusa;Cote d'Ivoire;0347;04044;;C;3.6;0.7;14;5;0.0028;24;12.7;;0.53;;;13;1.9;;54.2;14;5;37;*;95.1;10;11;;24
1537;Berlinia;confusa;Cote d'Ivoire;0864;09941;;S;3.5;0.71;7;6;0.0039;34;12.4;;0.36;8.9;4.3;18.4;2.6;8,8;55.1;7;15;48;*;118.5;7;15;11968;21
774;Berlinia;confusa;Cote d'Ivoire;0267;03299;;C;4.1;0.75;10;2;0.0034;27;12.9;;0.48;;;13.5;2.3;;53;20;;;;90.7;10;;;19
1049;Berlinia;confusa;Cote d'Ivoire;0430;04186;;C;6.7;0.82;18;2;0.0031;25;13.3;;0.53;;;18;3.2;10,6;74;18;11;48;*;137.2;13;10;11674;33
746;Berlinia;grandiflora;Cote d'Ivoire;0253;01113;;C;4.8;0.74;10;4;0.0035;27;12.5;;0.46;;;11.4;2;;59.7;20;9;40;*;100.4;10;;;19
3330;Berlinia;sp;Gabon;2592;25973;;S;2.6;0.61;7;5;0.0031;27;12;;0.44;6.6;2.3;12.2;1.8;6,2;44.4;7;8;77;*;67;6;9;7652;14
1507;Berlinia;viridicans;Congo;0838;09883;;S;3.4;0.67;8;4;0.0044;39;11.2;;0.29;7.1;3.9;16.2;2.1;7,7;47.5;8;5;53;*;94.6;6;14;9810;27
3405;Bertholletia;excelsa;Bresil Amazonie;2661;26918;;S;4.1;0.71;7;4;0.0033;24;11.3;;0.47;7.7;3.8;14.6;2.4;6,9;53.4;7;4;29;;102.3;7;7;10987;26
3343;Bertholletia;excelsa;Bresil Amazonie;2605;26437;;C;3.9;0.78;10;4;0.0033;27;13.6;;0.5;10.8;5.4;19.4;2.8;8,3;60.3;10;5;66;*;86.6;10;23;11674;17
3403;Bertholletia;excelsa;Bresil Amazonie;2659;26919;;C;5.2;0.81;10;5;0.0035;26;12.7;;0.49;11.4;5.6;23.1;3;8,8;52;10;7;37;;106.3;9;6;11085;27
2927;Bikinia;grisea;Gabon;2189;20160;;S;3.3;0.6;9;3;0.0032;26;10.6;;0.41;6.8;3.4;12.9;2.3;5,5;52.7;9;5;71;*;111.3;9;8;13342;39
2923;Bikinia;grisea;Gabon;2185;20161;;C;3.3;0.62;10;4;0.0034;24;10.1;;0.42;6.5;2.7;12.9;2.4;7,5;49.2;10;12;83;*;112.4;10;6;10595;37
2933;Bikinia;grisea;Gabon;2195;20162;;C;3.2;0.63;10;3;0.003;23;11;;0.48;7.1;4.2;11;1.8;4,5;59.1;10;5;71;*;111.6;10;8;10791;37
2918;Bikinia;grisea;Gabon;2180;20154;;S;2.7;0.64;8;4;0.0032;25;10.9;;0.44;7.5;3.4;15.8;2.4;8,0;50.3;9;5;58;*;88.4;9;16;11772;15
2916;Bikinia;grisea;Gabon;2178;20156;;C;3.8;0.66;10;3;0.0033;24;11;;0.46;7.1;4.1;16.6;2.4;7,7;65.6;10;7;86;*;139.8;10;5;11772;42
2926;Bikinia;grisea;Gabon;2188;20157;;C;3.7;0.67;10;4;0.0032;26;11.7;;0.45;7.3;4.2;15.1;2.6;8,3;61.1;10;10;65;*;125;9;10;13342;42
2932;Bikinia;grisea;Gabon;2194;20159;;S;3.3;0.7;7;7;0.003;26;12.7;;0.49;8.5;4.6;14.6;2.2;9,4;56.7;7;9;82;*;112;6;15;11380;41
2925;Bikinia;grisea;Gabon;2187;20158;;C;4.2;0.74;10;5;0.0032;25;12.6;;0.5;7.6;4.2;16.1;2.7;9,0;66.1;10;7;63;*;142.2;10;12;15009;52
2909;Bikinia;grisea;Gabon;2171;20155;;S;4.5;0.75;9;3;0.0029;24;12.7;;0.53;8.8;4.6;19.4;2.9;9,9;73.7;9;9;95;*;134.2;9;12;13538;53
421;Bixa;arborea;Bresil n.p.;0142V;;V;C;0.8;0.33;10;1;0.0021;28;9.1;;0.33;4.9;4.1;;;;28.4;10;6;9;*;55.7;10;12;8633;
441;Bixa;arborea;Bresil n.p.;0149V;;V;C;1.1;0.39;10;1;0.0024;27;8.8;;0.33;6;2.6;;;;37.2;10;2;14;*;67.9;10;3;9614;
483;Bixa;arborea;Bresil n.p.;0163V;;V;S;0.9;0.41;10;11;0.0024;23;8.8;;0.38;5.8;2.8;;;;29.9;10;14;10;*;68.4;9;15;9025;
535;Bixa;arborea;Bresil n.p.;0180V;;V;C;1.4;0.43;10;4;0.0027;25;8.3;;0.33;5;3.1;;;;39.8;10;4;11;*;67.9;10;7;7946;
1099;Blighia;sapida;Cote d'Ivoire;0459;03751;;C;2.8;0.66;10;14;0.0035;28;12.7;;0.45;;;24.6;3.1;;46.1;10;29;25;*;75.9;7;43;13047;8
